Month,Category,Time most users are viewing,Location with km radius ,Gender,Age,Language,Video Duration,Video quality
11,Computers,22.73,774,Female,31,New Zealand Sign Language,23.69,1080
5,Music,15,508,Male,16,Swati,13.28,1080
4,Home,15.86,86,Genderqueer,16,Norwegian,18.06,1080
5,Beauty,5.73,388,Female,16,Bengali,17.29,1080
4,Movies,15.26,909,Male,33,Portuguese,23.96,1080
12,Home,0.28,84,Female,34,Marathi,21,1080
10,Music,27.37,466,Female,36,Tswana,13.89,1080
7,Clothing,23.52,88,Male,26,Malagasy,8.07,1080
6,Movies,16,810,Male,35,Telugu,12.88,1080
10,Games,4.4,607,Female,35,Ndebele,10.75,1080
5,Industrial,29.3,584,Male,39,Sotho,26.55,1080
7,Jewelry,9.95,435,Male,34,Swedish,28.9,1080
8,Home,0.2,416,Female,29,Aymara,11.67,1080
12,Movies,23.64,110,Female,30,Italian,16.77,1080
11,Automotive,3.83,892,Female,38,Tamil,13.2,1080
6,Home,1.2,108,Female,17,Polish,0.72,1080
4,Games,24.09,156,Female,17,Persian,5.76,1080
2,Tools,23.05,964,Female,19,Mongolian,6.56,1080
5,Home,24.29,366,Genderqueer,25,Yiddish,0.24,1080
3,Computers,0.15,859,Female,34,Tsonga,17.64,1080
3,Computers,19.12,41,Male,24,Tetum,26.51,1080
7,Baby,3,649,Bigender,17,Luxembourgish,0.87,1080
6,Grocery,29.55,604,Male,40,Croatian,6.72,1080
12,Grocery,6.74,888,Female,23,Tetum,29.11,1080
5,Baby,28.63,297,Non-binary,29,Luxembourgish,28.15,1080
7,Movies,17.37,494,Male,36,Macedonian,0.16,1080
3,Games,0.52,398,Male,33,Mongolian,21.3,1080
4,Jewelry,1.45,186,Female,27,Latvian,27.65,1080
10,Sports,12.3,542,Female,29,Hiri Motu,3.36,1080
11,Jewelry,2.25,964,Female,30,Polish,7.09,1080
4,Automotive,27.13,186,Female,31,Dutch,22.21,1080
11,Garden,24.47,395,Male,19,Dhivehi,10.2,1080
3,Baby,3.64,551,Genderfluid,39,Malagasy,18.1,1080
9,Health,13.31,702,Female,24,Zulu,29.27,1080
5,Sports,8.97,751,Bigender,39,Thai,20.94,1080
3,Games,27.57,105,Female,20,Malay,11.52,1080
2,Electronics,8.29,336,Genderqueer,31,Norwegian,18.24,1080
2,Jewelry,15.73,391,Male,37,Croatian,25.81,1080
4,Games,26.52,925,Male,18,Dzongkha,19.91,1080
3,Outdoors,23.46,826,Bigender,33,Tswana,10.12,1080
3,Books,17.35,737,Male,28,Azeri,9.69,1080
9,Movies,25.27,775,Female,36,Burmese,2.27,1080
10,Music,29.85,956,Male,21,Kannada,4.51,1080
8,Clothing,26.49,49,Male,19,Dari,22.75,1080
11,Home,16.89,557,Male,17,Telugu,19.6,1080
12,Garden,20.72,52,Female,19,Swahili,15.06,1080
9,Computers,20.72,341,Male,27,Tsonga,16.72,1080
1,Kids,20.26,795,Female,32,Georgian,19.55,1080
10,Books,11.84,380,Male,34,Haitian Creole,24.77,1080
12,Sports,6.67,426,Male,23,Estonian,13.53,1080
4,Health,7.39,448,Male,23,Korean,18.11,1080
5,Kids,2.61,509,Male,24,Tswana,10.95,1080
5,Games,29.3,497,Male,29,Albanian,21.27,1080
1,Games,22.97,759,Female,38,Portuguese,5.17,1080
8,Books,1.01,413,Male,20,Aymara,19.52,1080
5,Beauty,23.8,374,Male,21,Estonian,20.07,1080
5,Grocery,7.38,165,Male,21,New Zealand Sign Language,15.05,1080
7,Home,8.23,120,Female,24,Korean,10.82,1080
4,Outdoors,4.47,965,Female,24,Kurdish,7.57,1080
3,Games,11.12,91,Female,32,Bosnian,13.62,1080
1,Books,26.77,7,Female,18,Oriya,20.15,1080
3,Beauty,29.33,706,Male,17,New Zealand Sign Language,0.39,1080
10,Computers,8.31,851,Male,19,Quechua,1.34,1080
4,Computers,4.34,458,Female,22,Bengali,1.77,1080
2,Beauty,29.3,709,Female,24,Bosnian,20.45,1080
1,Clothing,24.77,623,Male,18,Croatian,4.2,1080
3,Outdoors,8.29,389,Genderqueer,38,French,1.33,1080
8,Health,20.97,538,Male,19,Haitian Creole,6.75,1080
9,Toys,21.58,665,Male,18,Assamese,7.36,1080
3,Home,13.49,407,Female,36,Albanian,28.51,1080
3,Home,13.13,414,Male,38,Tajik,9.35,1080
1,Industrial,23.54,138,Female,27,Moldovan,23.01,1080
1,Health,8.53,679,Male,35,Papiamento,18.76,1080
8,Toys,3.31,419,Agender,17,Danish,28.74,1080
4,Books,22.28,890,Male,27,Macedonian,1.26,1080
7,Sports,21.31,480,Male,20,German,13.22,1080
5,Games,19.33,904,Male,27,Somali,10.55,1080
12,Shoes,12.09,544,Female,34,Polish,12.19,1080
7,Beauty,9.58,813,Female,32,Bulgarian,11.73,1080
2,Baby,24.15,207,Male,17,Lithuanian,13.75,1080
2,Home,24.07,323,Female,27,Maltese,27.34,1080
11,Movies,1.87,758,Genderfluid,35,Papiamento,17.45,1080
10,Baby,13.67,785,Female,34,Latvian,15.37,1080
6,Baby,19.34,233,Female,26,Tsonga,6.57,1080
3,Sports,11.91,364,Female,32,Italian,11.69,1080
11,Tools,22.24,499,Female,39,Kashmiri,14.17,1080
2,Shoes,26.19,21,Male,24,Tswana,17.33,1080
4,Shoes,13.77,746,Male,28,Maltese,16.95,1080
2,Electronics,8.65,6,Female,37,Dutch,16.34,1080
8,Garden,20.56,193,Female,39,Croatian,4.34,1080
1,Baby,21.38,13,Female,38,Hebrew,3.49,1080
12,Toys,28.95,126,Female,20,Punjabi,14.84,1080
12,Electronics,5.19,571,Female,38,Malayalam,20,1080
12,Garden,6.74,706,Male,34,Korean,21.94,1080
2,Sports,11.94,313,Female,22,Persian,5.15,1080
3,Toys,13.03,998,Male,31,Hiri Motu,24.05,1080
8,Music,29.34,411,Female,32,Moldovan,5.91,1080
9,Garden,5.14,459,Female,27,Arabic,0.46,1080
4,Sports,20.81,80,Female,20,Thai,18.29,1080
3,Garden,21.91,931,Female,21,German,5.16,1080
3,Computers,9.59,739,Female,40,Belarusian,28.79,1080
4,Grocery,1.28,982,Male,19,Swahili,21.87,1080
11,Industrial,8.51,668,Female,16,Belarusian,25.48,1080
4,Industrial,7.43,910,Female,21,Kurdish,21.83,1080
9,Baby,27.97,216,Female,16,Spanish,11,1080
3,Computers,29.79,200,Male,26,Tetum,7.79,1080
7,Games,2.21,420,Male,29,Haitian Creole,3.39,1080
5,Clothing,11.41,332,Bigender,36,Haitian Creole,5.44,1080
4,Sports,14.45,267,Female,27,Tok Pisin,16.51,1080
10,Grocery,19.49,269,Female,29,New Zealand Sign Language,6.58,1080
5,Health,29.04,57,Female,38,Chinese,20.51,1080
9,Clothing,4.72,985,Female,30,Arabic,20.64,1080
2,Books,11.2,688,Male,24,Haitian Creole,6.72,1080
10,Industrial,7.27,436,Male,25,Tswana,13.09,1080
2,Garden,7.14,267,Male,17,Khmer,11.39,1080
5,Books,4.03,970,Female,31,Fijian,20.95,1080
2,Tools,25.55,609,Male,33,Tetum,16.37,1080
3,Grocery,21.04,559,Male,34,Swahili,28.25,1080
3,Sports,11.25,722,Female,37,Dzongkha,14.56,1080
7,Kids,27.67,871,Male,28,Polish,6.83,1080
11,Toys,25.49,429,Male,31,Dutch,14.7,1080
11,Shoes,23.43,695,Female,34,Polish,3.05,1080
1,Garden,2.91,986,Male,23,Haitian Creole,14.84,1080
12,Beauty,15.57,18,Female,21,Dhivehi,7.48,1080
4,Electronics,15.89,117,Male,16,Dhivehi,2.55,1080
5,Industrial,28.19,981,Female,17,Dari,18.18,1080
3,Books,19.18,769,Female,31,Burmese,11.07,1080
10,Industrial,15.22,215,Male,35,Gujarati,5.76,1080
3,Automotive,28.63,202,Female,36,Aymara,11.8,1080
5,Health,20.21,917,Male,17,Korean,16.58,1080
3,Beauty,12.96,969,Female,34,Haitian Creole,7.27,1080
4,Kids,19.15,448,Female,22,Filipino,7.89,1080
7,Computers,19.27,986,Female,24,Lithuanian,12.81,1080
4,Toys,16.88,197,Female,29,Maltese,21.43,1080
10,Outdoors,6.65,660,Bigender,16,Fijian,0.86,1080
4,Clothing,20.31,778,Female,19,Hebrew,20.3,1080
2,Jewelry,3.09,717,Female,39,Bulgarian,7,1080
9,Baby,4.84,970,Female,30,Icelandic,23.17,1080
1,Clothing,8.36,473,Female,24,Danish,7.23,1080
3,Toys,10.13,952,Male,21,Yiddish,17.97,1080
1,Clothing,17.05,189,Female,21,French,13.95,1080
9,Jewelry,17.83,364,Female,27,Amharic,8.51,1080
7,Shoes,20.33,968,Female,22,Maltese,2.67,1080
11,Garden,25.08,941,Female,30,Danish,19.65,1080
4,Clothing,10.42,698,Female,31,West Frisian,16.39,1080
7,Jewelry,8.08,125,Male,35,Lithuanian,12.8,1080
1,Toys,3.43,172,Male,32,Northern Sotho,25.97,1080
6,Automotive,27.2,195,Female,16,Thai,23.74,1080
6,Outdoors,27.26,740,Female,17,Arabic,6.64,1080
6,Grocery,10.67,198,Female,16,Romanian,0.23,1080
2,Tools,15.6,699,Genderqueer,22,Portuguese,14.96,1080
3,Baby,11,138,Male,40,Persian,0.76,1080
10,Kids,24.48,485,Non-binary,21,Swati,0.52,1080
8,Electronics,28.24,71,Female,35,Lao,25.69,1080
10,Kids,19.54,333,Genderqueer,28,Estonian,20.67,1080
2,Kids,17.16,894,Male,23,Estonian,15,1080
8,Jewelry,25.86,809,Female,39,Bislama,15.29,1080
3,Grocery,27.17,802,Genderfluid,22,Māori,16.51,1080
11,Electronics,3.12,651,Female,36,Sotho,7.4,1080
6,Sports,18.81,244,Female,20,Marathi,28.75,1080
11,Toys,5.81,407,Male,25,Haitian Creole,5.38,1080
8,Electronics,16.68,665,Male,28,Dhivehi,0.4,1080
5,Electronics,28.36,187,Female,18,Ndebele,8.62,1080
7,Outdoors,22.9,626,Female,19,Kurdish,24.59,1080
6,Outdoors,1.42,427,Male,22,Marathi,14.56,1080
1,Movies,27.99,802,Female,22,Marathi,15.24,1080
1,Health,13.8,398,Female,22,Amharic,8.12,1080
12,Home,12.87,188,Male,22,Chinese,6.4,1080
3,Outdoors,17.3,175,Female,17,Latvian,0.51,1080
7,Tools,1.22,305,Male,31,Estonian,11.29,1080
5,Beauty,4.06,850,Male,16,Punjabi,24.35,1080
7,Jewelry,9.78,207,Female,40,Papiamento,9.46,1080
4,Outdoors,21.54,927,Male,29,Luxembourgish,26.84,1080
2,Music,11.36,847,Female,35,Quechua,9.14,1080
9,Home,14.32,794,Polygender,18,Oriya,8.95,1080
8,Garden,11.49,614,Male,40,Maltese,9.79,1080
5,Industrial,14.83,777,Male,19,Bengali,20.77,1080
2,Baby,24.44,641,Male,19,Bulgarian,5.87,1080
1,Baby,16.81,718,Male,19,Aymara,12.95,1080
3,Clothing,1.71,686,Male,17,Italian,19.93,1080
2,Kids,5.65,161,Male,20,Danish,24.37,1080
11,Music,17.15,286,Male,33,Hindi,25.1,1080
12,Books,26.43,523,Male,25,New Zealand Sign Language,10.54,1080
3,Health,14.7,381,Female,36,German,26.13,1080
8,Kids,18.29,371,Female,33,Persian,11.19,1080
5,Industrial,9.74,740,Female,26,Indonesian,0.97,1080
5,Automotive,10.09,967,Female,17,English,11.95,1080
6,Beauty,20.28,710,Female,23,Luxembourgish,24.1,1080
12,Movies,0.91,433,Female,22,Malagasy,27.3,1080
3,Books,9.83,750,Female,36,New Zealand Sign Language,12.28,1080
1,Grocery,11.13,349,Female,19,Guaraní,29.15,1080
12,Outdoors,29.35,226,Female,33,Latvian,8.66,1080
1,Garden,20,123,Male,36,Czech,10.61,1080
8,Music,15.92,606,Female,30,Kyrgyz,16.27,1080
4,Sports,26.84,736,Male,40,Māori,19.67,1080
2,Outdoors,6.64,369,Genderqueer,29,Hebrew,20.05,1080
5,Jewelry,15.11,765,Male,39,Mongolian,17.52,1080
1,Garden,12.27,289,Female,18,Dzongkha,11.09,1080
12,Outdoors,19.68,51,Female,36,Dhivehi,13.55,1080
5,Computers,25.28,951,Female,32,Papiamento,0.04,1080
2,Clothing,25.45,738,Male,36,West Frisian,3.54,1080
5,Books,3.36,895,Male,19,Dari,29.97,1080
12,Tools,23.08,532,Female,26,Macedonian,2.83,1080
12,Grocery,22.09,642,Male,19,Burmese,9.46,1080
9,Automotive,15.89,671,Female,19,Arabic,4.34,1080
8,Baby,20.37,589,Genderfluid,32,Tetum,28.25,1080
2,Shoes,8.38,921,Female,33,Haitian Creole,15.48,1080
11,Electronics,28.68,877,Agender,20,Lao,23.79,1080
11,Computers,0.39,246,Male,34,Maltese,1.31,1080
2,Grocery,3.16,721,Female,20,Armenian,27.98,1080
6,Computers,25.77,12,Female,21,Czech,25.48,1080
9,Shoes,1.87,730,Non-binary,26,Gujarati,13.7,1080
6,Sports,22.18,675,Female,24,Montenegrin,7.49,1080
11,Health,24.58,764,Bigender,25,Tok Pisin,1.19,1080
3,Kids,19.66,29,Female,36,Burmese,18.18,1080
1,Kids,26.22,762,Male,38,Lao,6.12,1080
6,Tools,12.71,850,Female,17,Maltese,15.95,1080
8,Sports,22.92,584,Male,25,Gujarati,3.22,1080
10,Movies,17.96,326,Non-binary,16,Maltese,4.6,1080
12,Toys,8.37,893,Male,26,Italian,11.44,1080
8,Home,23.77,430,Female,32,Quechua,13.11,1080
1,Grocery,26.4,529,Female,32,Kazakh,29.48,1080
12,Health,18.75,340,Genderfluid,31,Khmer,23.07,1080
7,Outdoors,24.82,722,Male,37,Fijian,3.06,1080
10,Jewelry,25.18,829,Female,25,Sotho,21.66,1080
7,Clothing,10.02,52,Female,37,Oriya,22.3,1080
1,Home,25.25,271,Female,27,Norwegian,13.63,1080
7,Sports,1.63,911,Male,17,Greek,17.78,1080
10,Tools,13.04,246,Male,17,Hungarian,14.78,1080
9,Computers,22.79,551,Female,30,Oriya,17.31,1080
8,Music,16.32,209,Female,22,Mongolian,15.33,1080
12,Movies,1.05,243,Female,37,Dari,19.22,1080
6,Home,7.38,898,Male,35,Kannada,23.59,1080
2,Toys,24.62,224,Female,25,Malayalam,1.26,1080
2,Books,5.73,606,Female,20,Italian,27.77,1080
4,Jewelry,4.04,242,Female,30,Filipino,28.99,1080
9,Movies,26.74,870,Female,23,Gagauz,27.53,1080
6,Music,0.84,472,Male,17,Arabic,27.05,1080
5,Automotive,20.09,499,Male,20,Albanian,12.74,1080
5,Beauty,9.64,110,Female,32,Japanese,15.73,1080
8,Baby,11.64,874,Female,16,Bislama,24.52,1080
5,Sports,0.62,538,Male,29,Macedonian,21.48,1080
5,Garden,6.02,778,Male,32,Latvian,13.74,1080
1,Home,18.04,850,Male,31,Albanian,16.67,1080
5,Kids,11.66,197,Female,18,Azeri,17.24,1080
11,Computers,27.64,405,Female,22,Aymara,25.74,1080
11,Kids,8.8,981,Female,28,Bislama,4.24,1080
6,Baby,21.73,812,Female,35,Dhivehi,16.17,1080
5,Industrial,23.13,508,Genderfluid,33,Māori,8.12,1080
10,Baby,26.58,163,Female,23,Polish,21.46,1080
12,Books,4.17,581,Female,22,Zulu,19.67,1080
6,Health,0.11,542,Female,23,Greek,24.68,1080
12,Baby,25.73,626,Female,18,Dari,29.47,1080
2,Games,0.49,287,Male,21,Dhivehi,1.25,1080
3,Outdoors,13.21,694,Agender,35,Italian,13.54,1080
5,Garden,23.5,81,Male,23,Filipino,4.49,1080
4,Computers,20.79,858,Female,20,Malayalam,1.85,1080
6,Shoes,27.02,60,Female,25,Afrikaans,5.63,1080
5,Music,4.61,196,Female,26,Hiri Motu,5.78,1080
8,Electronics,16.28,399,Female,28,Bosnian,26.63,1080
2,Computers,4.75,222,Female,26,Thai,17.88,1080
11,Tools,14.5,831,Male,34,Telugu,0.99,1080
6,Clothing,16.71,701,Female,37,New Zealand Sign Language,24.09,1080
6,Electronics,2.46,144,Male,32,Amharic,8.98,1080
4,Jewelry,22.59,137,Male,33,Belarusian,26.69,1080
6,Computers,0.09,576,Genderqueer,16,Tetum,10.18,1080
8,Shoes,0.65,258,Female,32,English,19.7,1080
2,Books,12.29,243,Female,34,Khmer,19.71,1080
9,Movies,1.21,473,Female,27,French,12.87,1080
10,Industrial,4.4,467,Male,35,Estonian,17.22,1080
10,Books,15.25,502,Male,33,Dzongkha,24.51,1080
12,Home,6.23,822,Non-binary,31,Irish Gaelic,0.95,1080
9,Shoes,10.06,684,Genderfluid,38,Georgian,2.57,1080
3,Outdoors,2.67,510,Female,37,Estonian,29.29,1080
7,Games,20.83,377,Male,31,Hungarian,24.54,1080
11,Beauty,29.14,304,Male,26,Thai,14.7,1080
2,Music,18.21,37,Male,40,Nepali,5.99,1080
5,Industrial,13.97,936,Female,29,Kannada,7.65,1080
11,Clothing,0.24,682,Male,30,Montenegrin,1.04,1080
12,Grocery,8.42,647,Male,40,Estonian,9.4,1080
5,Clothing,5.01,835,Male,22,Gujarati,19.54,1080
11,Industrial,5.79,471,Polygender,31,Malayalam,20.23,1080
4,Grocery,17.58,112,Bigender,27,Ndebele,15.34,1080
10,Kids,6.29,315,Male,23,Malagasy,19.06,1080
3,Outdoors,21.93,269,Female,40,Pashto,26.87,1080
5,Computers,24.42,844,Female,17,Arabic,2.65,1080
9,Beauty,25.91,256,Female,28,Malay,15.86,1080
5,Music,12.89,354,Male,24,Kurdish,10.61,1080
3,Baby,7.4,885,Female,19,Malay,24.16,1080
1,Health,0.48,879,Male,39,Kyrgyz,1.63,1080
12,Baby,22.75,128,Male,26,Tamil,10.09,1080
4,Jewelry,2.84,141,Female,19,Northern Sotho,0.67,1080
10,Clothing,27.47,440,Male,39,French,23.79,1080
4,Health,1.31,648,Male,20,Catalan,21.43,1080
1,Games,16.19,580,Female,32,Norwegian,2.25,1080
3,Garden,14.86,509,Female,29,Macedonian,8.89,1080
2,Sports,26.86,896,Female,29,Amharic,0.52,1080
3,Grocery,13.26,183,Male,21,Gagauz,25.43,1080
2,Movies,8.76,28,Male,25,Dzongkha,29.07,1080
3,Toys,14.55,813,Female,28,Arabic,21.87,1080
4,Computers,11.92,524,Male,39,Marathi,25.36,1080
1,Baby,4.91,654,Male,25,Montenegrin,24.77,1080
2,Grocery,24.55,727,Female,30,Georgian,27.33,1080
10,Movies,4.63,82,Female,21,Hungarian,2.74,1080
2,Toys,2.88,109,Male,29,Hebrew,23.18,1080
9,Grocery,24.27,998,Male,22,Dutch,7.02,1080
8,Games,6.65,585,Male,34,Romanian,4.33,1080
1,Automotive,28.77,333,Bigender,40,Marathi,1.57,1080
3,Home,16.99,597,Male,27,Danish,9.66,1080
9,Movies,25.7,992,Male,32,Punjabi,20.02,1080
4,Movies,24.41,79,Male,24,Norwegian,3.88,1080
3,Grocery,12.6,591,Female,22,Malayalam,19.78,1080
8,Home,22.13,728,Male,40,Punjabi,10.36,1080
3,Home,11.54,175,Female,31,Georgian,17.83,1080
6,Computers,19.12,497,Male,23,Belarusian,26.13,1080
12,Shoes,10.94,937,Male,18,Luxembourgish,9.48,1080
1,Jewelry,3.4,212,Female,26,Croatian,25.96,1080
3,Movies,12.98,407,Male,17,Bosnian,5.39,1080
10,Baby,2.11,258,Female,20,Gagauz,15.59,1080
8,Jewelry,9.96,726,Female,19,Sotho,2.47,1080
3,Music,3.61,568,Male,22,Dari,25.01,1080
9,Baby,23.62,309,Female,37,Swedish,15.8,1080
9,Outdoors,27.45,496,Female,20,Dhivehi,25,1080
12,Computers,4.73,671,Male,20,Finnish,17.13,1080
12,Grocery,10.11,498,Female,33,Spanish,24.12,1080
2,Garden,21.15,164,Male,33,Swahili,20.28,1080
6,Electronics,17.56,529,Female,17,Korean,12.62,1080
2,Garden,17.3,282,Female,17,Afrikaans,23.28,1080
4,Grocery,8.34,122,Female,30,Portuguese,17.66,1080
3,Books,22.01,542,Male,28,Portuguese,18.37,1080
5,Tools,8.53,281,Female,31,Quechua,27.27,1080
4,Outdoors,27.15,390,Female,37,Swati,9.39,1080
9,Music,24.35,2,Genderqueer,21,Luxembourgish,23.03,1080
9,Computers,23.08,577,Male,37,Armenian,8.23,1080
7,Automotive,15.52,303,Male,37,Bosnian,9.76,1080
11,Industrial,0.16,981,Male,29,Dari,20.18,1080
8,Kids,15.69,987,Male,34,Irish Gaelic,3.04,1080
9,Books,10.97,717,Female,32,Dzongkha,27.02,1080
12,Movies,25.31,290,Male,22,Bengali,19.7,1080
5,Industrial,22.85,230,Female,39,Amharic,27.08,1080
10,Games,7.36,122,Male,37,Zulu,14.28,1080
10,Jewelry,14.88,498,Male,39,Khmer,5.22,1080
1,Sports,18.94,383,Female,22,Japanese,15.24,1080
9,Industrial,22.28,825,Male,26,Burmese,9.61,1080
11,Garden,2.23,346,Male,31,Bosnian,16.53,1080
9,Garden,14.23,302,Polygender,40,Filipino,27.15,1080
10,Music,20.27,31,Female,37,Albanian,29.98,1080
11,Shoes,10.4,813,Female,22,Indonesian,0.72,1080
3,Computers,14.99,271,Male,25,Maltese,26.18,1080
8,Tools,15.63,685,Male,32,New Zealand Sign Language,24.54,1080
11,Electronics,15.21,27,Male,34,Kashmiri,15.66,1080
12,Garden,18.01,18,Male,34,Catalan,12.83,1080
3,Health,8.4,875,Female,16,Guaraní,0.7,1080
1,Garden,4.22,68,Female,26,Thai,0.68,1080
3,Tools,23.6,551,Male,40,Japanese,0.41,1080
4,Garden,24.29,545,Male,21,Greek,7.68,1080
1,Beauty,14.37,108,Female,33,Pashto,24.18,1080
12,Automotive,11.1,858,Female,21,Quechua,26.62,1080
3,Baby,3.42,301,Male,32,Finnish,18.96,1080
10,Clothing,10.46,873,Bigender,35,Tajik,3.78,1080
1,Garden,5.17,858,Female,25,Northern Sotho,7.53,1080
11,Electronics,20.25,492,Male,27,Amharic,2.94,1080
10,Toys,14.04,434,Female,31,Bengali,23.19,1080
12,Industrial,1.07,929,Female,26,Bulgarian,19.11,1080
11,Sports,12.9,829,Male,33,Malay,0.55,1080
6,Jewelry,17.68,266,Male,31,Burmese,27.26,1080
3,Grocery,4.35,816,Male,25,Guaraní,17.28,1080
12,Books,16.33,879,Polygender,20,Bengali,14.06,1080
4,Toys,21.44,450,Genderqueer,29,Guaraní,5.43,1080
1,Outdoors,23.06,981,Female,37,Kurdish,1.49,1080
7,Grocery,5.88,560,Male,25,Afrikaans,9.7,1080
12,Outdoors,22.11,171,Female,36,Yiddish,18.68,1080
11,Beauty,5.59,920,Male,35,Quechua,12.46,1080
5,Jewelry,13.38,187,Male,31,Dutch,13.3,1080
9,Jewelry,29.13,355,Female,20,Dari,27.24,1080
1,Kids,17.79,987,Male,20,Hindi,6.12,1080
8,Industrial,0.8,542,Female,28,Azeri,13,1080
12,Health,18.22,606,Male,35,Punjabi,7.38,1080
3,Kids,11.2,333,Male,26,Dari,28.8,1080
3,Shoes,4.71,638,Female,37,Māori,0.93,1080
12,Books,7.83,820,Male,31,Swedish,9.64,1080
12,Automotive,22.87,154,Female,29,Macedonian,22.15,1080
1,Beauty,28.13,948,Male,20,Northern Sotho,5.79,1080
3,Baby,21.72,568,Male,37,Swedish,17.24,1080
6,Books,27.16,742,Female,37,Albanian,7.3,1080
10,Shoes,21.3,978,Male,39,Georgian,9.78,1080
1,Baby,12.27,224,Male,25,Portuguese,4.58,1080
1,Jewelry,5.16,392,Male,21,Marathi,24.88,1080
7,Clothing,7.81,501,Non-binary,26,Kazakh,13.07,1080
10,Garden,11.43,509,Female,31,Burmese,17.5,1080
1,Grocery,22.09,573,Male,16,Malay,24.69,1080
2,Electronics,20.33,681,Male,30,Telugu,6.99,1080
7,Shoes,19.98,395,Female,22,West Frisian,18.22,1080
1,Games,3.19,65,Male,36,Filipino,13.96,1080
10,Outdoors,23.51,941,Male,16,Maltese,21.32,1080
7,Kids,16.52,880,Male,31,Amharic,12.59,1080
6,Garden,12.12,261,Male,39,German,11.1,1080
9,Outdoors,1.36,535,Male,31,Oriya,25.69,1080
5,Health,23.26,933,Non-binary,30,Fijian,23.92,1080
12,Sports,20.08,322,Male,34,Fijian,13.86,1080
1,Books,5.2,486,Genderfluid,34,Quechua,12.73,1080
6,Toys,23.67,685,Female,25,Guaraní,8.64,1080
4,Health,27.77,83,Female,27,Portuguese,18.74,1080
12,Clothing,29.32,368,Male,18,Nepali,9.46,1080
2,Jewelry,5.76,380,Male,36,Estonian,27.19,1080
11,Books,16.4,903,Female,34,Punjabi,27.24,1080
8,Movies,23.55,730,Genderfluid,18,Aymara,20.88,1080
2,Outdoors,0.08,173,Female,36,Bulgarian,21.94,1080
1,Industrial,3.42,575,Female,32,Hebrew,22.29,1080
3,Automotive,0.06,779,Male,32,Kazakh,3.63,1080
4,Jewelry,22.76,331,Male,34,Papiamento,2.91,1080
8,Baby,19.28,594,Female,25,Swedish,28.37,1080
1,Grocery,16.54,475,Bigender,30,Italian,4.3,1080
1,Shoes,19.41,106,Bigender,23,Irish Gaelic,26.54,1080
3,Industrial,27.71,518,Female,27,Croatian,12.1,1080
7,Movies,2.69,3,Female,35,English,7.15,1080
6,Grocery,29.45,439,Male,25,Irish Gaelic,18.59,1080
3,Grocery,24.61,166,Female,34,Estonian,3.02,1080
5,Tools,10.37,709,Bigender,18,Filipino,3.12,1080
5,Jewelry,3.47,712,Male,20,Maltese,14.37,1080
11,Home,4.3,558,Female,39,Danish,22.82,1080
4,Tools,15.48,624,Male,16,Punjabi,4.2,1080
11,Kids,27.14,452,Female,36,Hungarian,8.93,1080
3,Home,27.97,944,Male,30,Malagasy,18,1080
5,Electronics,6.29,379,Female,23,Dutch,5.76,1080
5,Sports,25.62,681,Male,18,Maltese,10.72,1080
11,Music,15.43,603,Male,40,Nepali,19.08,1080
8,Industrial,24.14,481,Female,22,Malayalam,23.18,1080
5,Automotive,22.01,493,Female,31,Hindi,7.8,1080
7,Computers,22.56,398,Female,19,Burmese,15.48,1080
4,Garden,0.41,782,Female,30,Danish,20.88,1080
2,Clothing,4.67,222,Female,21,Tswana,19.76,1080
12,Industrial,0.19,641,Female,32,Marathi,4.01,1080
2,Shoes,7.5,582,Female,31,Bengali,12.99,1080
7,Toys,1.63,485,Female,24,Indonesian,9.41,1080
4,Clothing,21.33,10,Female,30,Hindi,25.37,1080
9,Jewelry,16.3,983,Female,32,Quechua,14.93,1080
4,Garden,19.46,253,Female,23,Macedonian,19.42,1080
5,Grocery,26.68,531,Female,21,Maltese,26.08,1080
8,Shoes,15.54,542,Female,21,Malayalam,25.44,1080
8,Jewelry,4.84,469,Male,17,Haitian Creole,10.18,1080
9,Garden,20.6,837,Male,27,Lithuanian,5.67,1080
8,Baby,6.8,714,Male,37,French,26.51,1080
8,Computers,9.72,351,Male,25,Persian,19.72,1080
1,Jewelry,21.24,171,Female,35,Azeri,4.15,1080
6,Garden,5.38,367,Male,30,Khmer,0.36,1080
3,Health,27.81,212,Male,20,Marathi,21.62,1080
10,Kids,9.31,415,Male,36,Afrikaans,22.21,1080
3,Beauty,22.26,484,Female,21,Ndebele,10.91,1080
7,Home,16.25,342,Male,16,Swedish,12.82,1080
12,Shoes,1.15,311,Female,40,Georgian,5.2,1080
5,Garden,15.55,765,Male,33,West Frisian,3.08,1080
11,Garden,15.33,343,Male,34,Malay,13.36,1080
12,Jewelry,0.44,208,Female,37,Swati,0.07,1080
7,Kids,8.93,546,Female,21,Gagauz,7.64,1080
6,Beauty,11.47,616,Male,18,Burmese,5.42,1080
11,Clothing,25.93,165,Male,39,Spanish,12.1,1080
9,Outdoors,5.41,676,Female,17,Greek,18.69,1080
5,Jewelry,26.09,69,Male,20,Marathi,18.36,1080
6,Health,0.1,374,Male,40,Pashto,11.05,1080
5,Music,21.26,637,Male,24,Kashmiri,21.49,1080
11,Baby,18.5,602,Male,35,Italian,17.61,1080
2,Toys,19.01,65,Male,26,Tsonga,4.15,1080
5,Garden,13.86,74,Male,33,Dzongkha,24.68,1080
12,Health,19,868,Female,17,Lao,19.25,1080
